material,material_category,old_material_number,procurement_group,container_reqmts,heel_type,upper_material,lining_material,in_sole_material,assortment_group,material_description,material_group,x_plant_matl_status,description,ext_material_group,brand,characteristic_value,color_number,color_name,characteristic_value,characteristic_value,item_type,text_lab_engineering_office,condition_amount
118-10001-131,2,10001,6EN,US,,,,,,"118-10001, 5, RED, 1",M70001951,5,NOT ASSIGNED,118,CRC,E,18,RED,5,1,17,PLASTIC-BRANDED,1995
118-10001-132,2,10001,6EN,US,,,,,,"118-10001, 6, RED, 1",M70001951,5,NOT ASSIGNED,118,CRC,E,18,RED,6,1,17,PLASTIC-BRANDED,1995
118-10001-133,2,10001,6EN,US,,,,,,"118-10001, 7, RED, 1",M70001951,5,NOT ASSIGNED,118,CRC,E,18,RED,7,1,17,PLASTIC-BRANDED,1995
118-10001-134,2,10001,6EN,US,,,,,,"118-10001, 8, RED, 1",M70001951,5,NOT ASSIGNED,118,CRC,E,18,RED,8,1,17,PLASTIC-BRANDED,1995
118-10001-135,2,10001,6EN,US,,,,,,"118-10001, 9, RED, 1",M70001951,5,NOT ASSIGNED,118,CRC,E,18,RED,9,1,17,PLASTIC-BRANDED,1995
118-10001-136,2,10001,1,US,,,,,,"118-10001, 10, BLACK, 2",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,10,2,17,PLASTIC-BRANDED,1995
118-10001-137,2,10001,1,US,,,,,,"118-10001, 4, BLACK, 2",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,4,2,17,PLASTIC-BRANDED,1995
118-10001-138,2,10001,1,US,,,,,,"118-10001, 5, BLACK, 2",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,5,2,17,PLASTIC-BRANDED,1995
118-10001-139,2,10001,1,US,,,,,,"118-10001, 6, BLACK, 2",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,6,2,17,PLASTIC-BRANDED,1995
118-10001-140,2,10001,1,US,,,,,,"118-10001, 7, BLACK, 2",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,7,2,17,PLASTIC-BRANDED,1995
118-10001-141,2,10001,1,US,,,,,,"118-10001, 8, BLACK, 2",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,8,2,17,PLASTIC-BRANDED,1995
118-10001-142,2,10001,1,US,,,,,,"118-10001, 9, BLACK, 2",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,9,2,17,PLASTIC-BRANDED,1995
118-10001-143,2,10001,260,US,,,,,,"118-10001, 9, KHAKI, 3",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,9,3,17,PLASTIC-BRANDED,1995
118-10001-144,2,10001,260,US,,,,,,"118-10001, 8, KHAKI, 3",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,8,3,17,PLASTIC-BRANDED,1995
118-10001-145,2,10001,3N9,US,,,,,,"118-10001, 10, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,10,1,17,PLASTIC-BRANDED,1995
118-10001-146,2,10001,3N9,US,,,,,,"118-10001, 11, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,11,1,17,PLASTIC-BRANDED,1995
118-10001-147,2,10001,3N9,US,,,,,,"118-10001, 12, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,12,1,17,PLASTIC-BRANDED,1995
118-10001-148,2,10001,3N9,US,,,,,,"118-10001, 13, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,13,1,17,PLASTIC-BRANDED,1995
118-10001-149,2,10001,3N9,US,,,,,,"118-10001, 14, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,14,1,17,PLASTIC-BRANDED,1995
118-10001-150,2,10001,3N9,US,,,,,,"118-10001, 15, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,15,1,17,PLASTIC-BRANDED,1995
118-10001-151,2,10001,3N9,US,,,,,,"118-10001, 16, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,16,1,17,PLASTIC-BRANDED,1995
118-10001-152,2,10001,3N9,US,,,,,,"118-10001, 17, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,17,1,17,PLASTIC-BRANDED,1995
118-10001-153,2,10001,3N9,US,,,,,,"118-10001, 4, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,4,1,17,PLASTIC-BRANDED,1995
118-10001-154,2,10001,3N9,US,,,,,,"118-10001, 5, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,5,1,17,PLASTIC-BRANDED,1995
118-10001-155,2,10001,3N9,US,,,,,,"118-10001, 6, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,6,1,17,PLASTIC-BRANDED,1995
118-10001-156,2,10001,3N9,US,,,,,,"118-10001, 7, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,7,1,17,PLASTIC-BRANDED,1995
118-10001-157,2,10001,3N9,US,,,,,,"118-10001, 8, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,8,1,17,PLASTIC-BRANDED,1995
118-10001-158,2,10001,3N9,US,,,,,,"118-10001, 9, LIGHTGREEN, 1",M70001951,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,9,1,17,PLASTIC-BRANDED,1995
118-10001-159,2,10001,6X0,US,,,,,,"118-10001, 4, PINK, 1",M70001951,5,NOT ASSIGNED,118,CRC,P,24,PINK,4,1,17,PLASTIC-BRANDED,1995
118-10001-160,2,10001,6X0,US,,,,,,"118-10001, 5, PINK, 1",M70001951,5,NOT ASSIGNED,118,CRC,P,24,PINK,5,1,17,PLASTIC-BRANDED,1995
118-10001-161,2,10001,6X0,US,,,,,,"118-10001, 6, PINK, 1",M70001951,5,NOT ASSIGNED,118,CRC,P,24,PINK,6,1,17,PLASTIC-BRANDED,1995
118-10001-162,2,10001,6X0,US,,,,,,"118-10001, 7, PINK, 1",M70001951,5,NOT ASSIGNED,118,CRC,P,24,PINK,7,1,17,PLASTIC-BRANDED,1995
118-10001-163,2,10001,6X0,US,,,,,,"118-10001, 8, PINK, 1",M70001951,5,NOT ASSIGNED,118,CRC,P,24,PINK,8,1,17,PLASTIC-BRANDED,1995
118-10001-164,2,10001,6X0,US,,,,,,"118-10001, 9, PINK, 1",M70001951,5,NOT ASSIGNED,118,CRC,P,24,PINK,9,1,17,PLASTIC-BRANDED,1995
118-10001-165,2,10001,260,US,,,,,,"118-10001, 10, KHAKI, 3",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,10,3,17,PLASTIC-BRANDED,1995
118-10001-166,2,10001,260,US,,,,,,"118-10001, 7, KHAKI, 3",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,7,3,17,PLASTIC-BRANDED,1995
118-10001-167,2,10001,100,US,,,,,,"118-10001, 10, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,10,1,17,PLASTIC-BRANDED,1995
118-10001-168,2,10001,100,US,,,,,,"118-10001, 11, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,11,1,17,PLASTIC-BRANDED,1995
118-10001-169,2,10001,100,US,,,,,,"118-10001, 12, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,12,1,17,PLASTIC-BRANDED,1995
118-10001-170,2,10001,100,US,,,,,,"118-10001, 13, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,13,1,17,PLASTIC-BRANDED,1995
118-10001-171,2,10001,100,US,,,,,,"118-10001, 4, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,4,1,17,PLASTIC-BRANDED,1995
118-10001-172,2,10001,100,US,,,,,,"118-10001, 5, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,5,1,17,PLASTIC-BRANDED,1995
118-10001-173,2,10001,100,US,,,,,,"118-10001, 6, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,6,1,17,PLASTIC-BRANDED,1995
118-10001-174,2,10001,100,US,,,,,,"118-10001, 7, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,7,1,17,PLASTIC-BRANDED,1995
118-10001-175,2,10001,100,US,,,,,,"118-10001, 8, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,8,1,17,PLASTIC-BRANDED,1995
118-10001-176,2,10001,100,US,,,,,,"118-10001, 9, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,9,1,17,PLASTIC-BRANDED,1995
118-10001-177,2,10001,6D1,US,,,,,,"118-10001, 10, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,10,1,17,PLASTIC-BRANDED,1995
118-10001-178,2,10001,6D1,US,,,,,,"118-10001, 11, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,11,1,17,PLASTIC-BRANDED,1995
118-10001-179,2,10001,6D1,US,,,,,,"118-10001, 12, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,12,1,17,PLASTIC-BRANDED,1995
118-10001-180,2,10001,6D1,US,,,,,,"118-10001, 13, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,13,1,17,PLASTIC-BRANDED,1995
118-10001-181,2,10001,6D1,US,,,,,,"118-10001, 14, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,14,1,17,PLASTIC-BRANDED,1995
118-10001-182,2,10001,6D1,US,,,,,,"118-10001, 15, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,15,1,17,PLASTIC-BRANDED,1995
118-10001-183,2,10001,6D1,US,,,,,,"118-10001, 16, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,16,1,17,PLASTIC-BRANDED,1995
118-10001-184,2,10001,6D1,US,,,,,,"118-10001, 17, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,17,1,17,PLASTIC-BRANDED,1995
118-10001-185,2,10001,6D1,US,,,,,,"118-10001, 4, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,4,1,17,PLASTIC-BRANDED,1995
118-10001-186,2,10001,6D1,US,,,,,,"118-10001, 5, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,5,1,17,PLASTIC-BRANDED,1995
118-10001-187,2,10001,6D1,US,,,,,,"118-10001, 6, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,6,1,17,PLASTIC-BRANDED,1995
118-10001-188,2,10001,6D1,US,,,,,,"118-10001, 7, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,7,1,17,PLASTIC-BRANDED,1995
118-10001-189,2,10001,6D1,US,,,,,,"118-10001, 8, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,8,1,17,PLASTIC-BRANDED,1995
118-10001-190,2,10001,6D1,US,,,,,,"118-10001, 9, MARON, 1",M70001951,5,NOT ASSIGNED,118,CRC,EE,44,MARON,9,1,17,PLASTIC-BRANDED,1995
118-10011,1,10011,,US,NULL,NA,NA,,,118-10011,M70001951,,,118,CRC,,0,,,,17,PLASTIC-BRANDED,0
118-10011-001,2,10011,60,US,,,,,,"118-10011, 4, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,4,1,17,PLASTIC-BRANDED,1895
118-10011-002,2,10011,60,US,,,,,,"118-10011, 5, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,5,1,17,PLASTIC-BRANDED,1895
118-10011-003,2,10011,60,US,,,,,,"118-10011, 6, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,6,1,17,PLASTIC-BRANDED,1895
118-10011-004,2,10011,60,US,,,,,,"118-10011, 7, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,7,1,17,PLASTIC-BRANDED,1895
118-10011-005,2,10011,60,US,,,,,,"118-10011, 8, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,8,1,17,PLASTIC-BRANDED,1895
118-10011-006,2,10011,60,US,,,,,,"118-10011, 9, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,9,1,17,PLASTIC-BRANDED,1895
118-10011-007,2,10011,60,US,,,,,,"118-10011, 10, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,10,1,17,PLASTIC-BRANDED,1895
118-10011-008,2,10011,60,US,,,,,,"118-10011, 11, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,11,1,17,PLASTIC-BRANDED,1895
118-10011-009,2,10011,60,US,,,,,,"118-10011, 12, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,12,1,17,PLASTIC-BRANDED,1895
118-10011-010,2,10011,60,US,,,,,,"118-10011, 13, ASSORTED, 1",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,13,1,17,PLASTIC-BRANDED,1895
118-10011-011,2,10011,286,US,,,,,,"118-10011, 4, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,4,2,17,PLASTIC-BRANDED,1895
118-10011-012,2,10011,286,US,,,,,,"118-10011, 5, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,5,2,17,PLASTIC-BRANDED,1895
118-10011-013,2,10011,286,US,,,,,,"118-10011, 6, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,6,2,17,PLASTIC-BRANDED,1895
118-10011-014,2,10011,286,US,,,,,,"118-10011, 7, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,7,2,17,PLASTIC-BRANDED,1895
118-10011-015,2,10011,286,US,,,,,,"118-10011, 8, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,8,2,17,PLASTIC-BRANDED,1895
118-10011-016,2,10011,286,US,,,,,,"118-10011, 9, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,9,2,17,PLASTIC-BRANDED,1895
118-10011-017,2,10011,286,US,,,,,,"118-10011, 10, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,10,2,17,PLASTIC-BRANDED,1895
118-10011-018,2,10011,286,US,,,,,,"118-10011, 11, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,11,2,17,PLASTIC-BRANDED,1895
118-10011-019,2,10011,286,US,,,,,,"118-10011, 12, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,12,2,17,PLASTIC-BRANDED,1895
118-10011-020,2,10011,286,US,,,,,,"118-10011, 13, ASSORTED, 2",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,13,2,17,PLASTIC-BRANDED,1895
118-10011-021,2,10011,345,US,,,,,,"118-10011, 4, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,4,3,17,PLASTIC-BRANDED,1895
118-10011-022,2,10011,345,US,,,,,,"118-10011, 5, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,5,3,17,PLASTIC-BRANDED,1895
118-10011-023,2,10011,345,US,,,,,,"118-10011, 6, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,6,3,17,PLASTIC-BRANDED,1895
118-10011-024,2,10011,345,US,,,,,,"118-10011, 7, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,7,3,17,PLASTIC-BRANDED,1895
118-10011-025,2,10011,345,US,,,,,,"118-10011, 8, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,8,3,17,PLASTIC-BRANDED,1895
118-10011-026,2,10011,345,US,,,,,,"118-10011, 9, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,9,3,17,PLASTIC-BRANDED,1895
118-10011-027,2,10011,345,US,,,,,,"118-10011, 10, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,10,3,17,PLASTIC-BRANDED,1895
118-10011-028,2,10011,345,US,,,,,,"118-10011, 11, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,11,3,17,PLASTIC-BRANDED,1895
118-10011-029,2,10011,345,US,,,,,,"118-10011, 12, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,12,3,17,PLASTIC-BRANDED,1895
118-10011-030,2,10011,345,US,,,,,,"118-10011, 13, ASSORTED, 3",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,13,3,17,PLASTIC-BRANDED,1895
118-10011-031,2,10011,63,US,,,,,,"118-10011, 4, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,4,4,17,PLASTIC-BRANDED,1895
118-10011-032,2,10011,63,US,,,,,,"118-10011, 5, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,5,4,17,PLASTIC-BRANDED,1895
118-10011-033,2,10011,63,US,,,,,,"118-10011, 6, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,6,4,17,PLASTIC-BRANDED,1895
118-10011-034,2,10011,63,US,,,,,,"118-10011, 7, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,7,4,17,PLASTIC-BRANDED,1895
118-10011-035,2,10011,63,US,,,,,,"118-10011, 8, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,8,4,17,PLASTIC-BRANDED,1895
118-10011-036,2,10011,63,US,,,,,,"118-10011, 9, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,9,4,17,PLASTIC-BRANDED,1895
118-10011-037,2,10011,63,US,,,,,,"118-10011, 10, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,10,4,17,PLASTIC-BRANDED,1895
118-10011-038,2,10011,63,US,,,,,,"118-10011, 11, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,11,4,17,PLASTIC-BRANDED,1895
118-10011-039,2,10011,63,US,,,,,,"118-10011, 12, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,12,4,17,PLASTIC-BRANDED,1895
118-10011-040,2,10011,63,US,,,,,,"118-10011, 13, ASSORTED, 4",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,13,4,17,PLASTIC-BRANDED,1895
118-10011-041,2,10011,280,US,,,,,,"118-10011, 4, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,4,5,17,PLASTIC-BRANDED,1895
118-10011-042,2,10011,280,US,,,,,,"118-10011, 5, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,5,5,17,PLASTIC-BRANDED,1895
118-10011-043,2,10011,280,US,,,,,,"118-10011, 6, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,6,5,17,PLASTIC-BRANDED,1895
118-10011-044,2,10011,280,US,,,,,,"118-10011, 7, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,7,5,17,PLASTIC-BRANDED,1895
118-10011-045,2,10011,280,US,,,,,,"118-10011, 8, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,8,5,17,PLASTIC-BRANDED,1895
118-10011-046,2,10011,280,US,,,,,,"118-10011, 9, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,9,5,17,PLASTIC-BRANDED,1895
118-10011-047,2,10011,280,US,,,,,,"118-10011, 10, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,10,5,17,PLASTIC-BRANDED,1895
118-10011-048,2,10011,280,US,,,,,,"118-10011, 11, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,11,5,17,PLASTIC-BRANDED,1895
118-10011-049,2,10011,280,US,,,,,,"118-10011, 12, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,12,5,17,PLASTIC-BRANDED,1895
118-10011-050,2,10011,280,US,,,,,,"118-10011, 13, ASSORTED, 5",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,13,5,17,PLASTIC-BRANDED,1895
118-10011-051,2,10011,283,US,,,,,,"118-10011, 4, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,4,6,17,PLASTIC-BRANDED,1895
118-10011-052,2,10011,283,US,,,,,,"118-10011, 5, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,5,6,17,PLASTIC-BRANDED,1895
118-10011-053,2,10011,283,US,,,,,,"118-10011, 6, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,6,6,17,PLASTIC-BRANDED,1895
118-10011-054,2,10011,283,US,,,,,,"118-10011, 7, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,7,6,17,PLASTIC-BRANDED,1895
118-10011-055,2,10011,283,US,,,,,,"118-10011, 8, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,8,6,17,PLASTIC-BRANDED,1895
118-10011-056,2,10011,283,US,,,,,,"118-10011, 9, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,9,6,17,PLASTIC-BRANDED,1895
118-10011-057,2,10011,283,US,,,,,,"118-10011, 10, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,10,6,17,PLASTIC-BRANDED,1895
118-10011-058,2,10011,283,US,,,,,,"118-10011, 11, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,11,6,17,PLASTIC-BRANDED,1895
118-10011-059,2,10011,283,US,,,,,,"118-10011, 12, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,12,6,17,PLASTIC-BRANDED,1895
118-10011-060,2,10011,283,US,,,,,,"118-10011, 13, ASSORTED, 6",M70001951,5,NOT ASSIGNED,118,CRC,ALL,30,ASSORTED,13,6,17,PLASTIC-BRANDED,1895
118-10011-061,2,10011,261,US,,,,,,"118-10011, 4, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,4,1,17,PLASTIC-BRANDED,2495
118-10011-062,2,10011,261,US,,,,,,"118-10011, 5, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,5,1,17,PLASTIC-BRANDED,2495
118-10011-063,2,10011,261,US,,,,,,"118-10011, 6, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,6,1,17,PLASTIC-BRANDED,2495
118-10011-064,2,10011,261,US,,,,,,"118-10011, 7, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,7,1,17,PLASTIC-BRANDED,2495
118-10011-065,2,10011,261,US,,,,,,"118-10011, 8, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,8,1,17,PLASTIC-BRANDED,2495
118-10011-066,2,10011,261,US,,,,,,"118-10011, 9, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,9,1,17,PLASTIC-BRANDED,2495
118-10011-067,2,10011,261,US,,,,,,"118-10011, 10, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,10,1,17,PLASTIC-BRANDED,2495
118-10011-068,2,10011,261,US,,,,,,"118-10011, 11, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,11,1,17,PLASTIC-BRANDED,2495
118-10011-069,2,10011,261,US,,,,,,"118-10011, 12, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,12,1,17,PLASTIC-BRANDED,2495
118-10011-070,2,10011,261,US,,,,,,"118-10011, 13, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,13,1,17,PLASTIC-BRANDED,2495
118-10074,1,10074,,US,NULL,NA,NA,,,118-10074,M70001956,,,118,CRC,,0,,,,17,PLASTIC-BRANDED,1495
118-10074-001,2,10074,1,US,,,,,,"118-10074, 4, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,4,1,17,PLASTIC-BRANDED,1495
118-10074-002,2,10074,1,US,,,,,,"118-10074, 5, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,5,1,17,PLASTIC-BRANDED,1495
118-10074-003,2,10074,1,US,,,,,,"118-10074, 6, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,6,1,17,PLASTIC-BRANDED,1495
118-10074-004,2,10074,1,US,,,,,,"118-10074, 7, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,7,1,17,PLASTIC-BRANDED,1495
118-10074-005,2,10074,1,US,,,,,,"118-10074, 8, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,8,1,17,PLASTIC-BRANDED,1495
118-10074-006,2,10074,1,US,,,,,,"118-10074, 9, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,9,1,17,PLASTIC-BRANDED,1495
118-10074-007,2,10074,1,US,,,,,,"118-10074, 10, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,10,1,17,PLASTIC-BRANDED,1495
118-10074-008,2,10074,1,US,,,,,,"118-10074, 11, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,11,1,17,PLASTIC-BRANDED,1495
118-10074-009,2,10074,1,US,,,,,,"118-10074, 12, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,12,1,17,PLASTIC-BRANDED,1495
118-10074-010,2,10074,1,US,,,,,,"118-10074, 13, BLACK, 1",M70001956,5,NOT ASSIGNED,118,CRC,C,11,BLACK,13,1,17,PLASTIC-BRANDED,1495
118-10074-011,2,10074,100,US,,,,,,"118-10074, 4, WHITE, 1",M70001956,5,NOT ASSIGNED,118,CRC,A,16,WHITE,4,1,17,PLASTIC-BRANDED,1495
